case_id,arm_id,p_wallplug_heat_MW,R,a,I_coil_A,n_e0,T_i0_keV,eta_source_heat,tau_ratio_ash,source,p_net_MW,rec_frac,q_eng,p_th_MW,p_aux_required_MW,p_coupled_installed_MW,sustainment_margin_MW,ignited,p_delivered_MW,p_wallplug_total_MW,tau_E_s,p_rad_MW,n_He0,n_D0,n_T0,He_over_ne,W_th_MJ,eps_cond,sigma_wp_Pa,B_peak_T,B_axis_T,cryo_cost_USD,aux_cost_USD,magnet_capital_USD,wall_load_oracle,wall_load_peak_oracle,cas72_oracle_USD,lcoe_oracle,beta_limit,wall_load_limit,fluence_limit,B_max_T,sigma_allow_Pa,recirc_threshold,eps_cond_allow
20260904-wall-and-heating:c0000,arm-fence-p100,100.0,11.2,1.3,13000000.0,3.036e+20,14.63,0.5,8.0,oracle (verify_stellaris via oracle_entry); bounds from generated/inputs,109.99319440089374,0.7545985325880413,1.3252079838670068,1345.9980357056359,94.70432716295906,50.0,-44.70432716295906,False,50.0,100.0,1.3898141955626195,77.17886785194801,2.382231516144851e+19,1.2797768483855149e+20,1.2797768483855149e+20,0.07846612372018613,297.4691408996103,0.0019055122602705946,571653678.0811784,23.83458951762523,8.614911873840445,15509102.169112716,1480597.8392761995,4034721191.1238365,1.3349714552458076,1.7574109667472089,22605909.290283967,1300.4583592250324,0.05,4.05,18.0,24.9,800000000.0,0.5,0.004
20260904-wall-and-heating:c0001,arm-fence-p100,100.0,11.2,1.3,13000000.0,3.542e+20,14.63,0.5,8.0,oracle (verify_stellaris via oracle_entry); bounds from generated/inputs,230.33017733163618,0.597519133016811,1.6735865761337307,1718.5468203585642,98.71388772801288,50.0,-48.71388772801288,False,50.0,100.0,1.3608022295333593,102.34593072978515,3.0575533048158278e+19,1.4652446695184173e+20,1.4652446695184173e+20,0.08632279234375573,345.5920875184579,0.0019055122602705946,571653678.0811784,23.83458951762523,8.614911873840445,15509102.169112716,1890401.5023944206,4034721191.1238365,1.749942509332983,2.303695816861229,40028558.88874857,668.9391975877242,0.05,4.05,18.0,24.9,800000000.0,0.5,0.004
20260904-wall-and-heating:c0002,arm-fence-p100,100.0,11.2,1.3,13000000.0,4.048e+20,14.63,0.5,8.0,oracle (verify_stellaris via oracle_entry); bounds from generated/inputs,362.72295015147114,0.48823132483739035,2.0482094227220236,2128.4188763934703,100.78466023640743,50.0,-50.78466023640743,False,50.0,100.0,1.3366634222657336,131.24327939591848,3.7868547657754984e+19,1.64531452342245e+20,1.64531452342245e+20,0.09354878373951331,393.4327549046347,0.0019055122602705946,571653678.0811784,23.83458951762523,8.614911873840445,15509102.169112716,2341260.7640328174,4034721191.1238365,2.206486849672561,2.9047094395618065,62501874.29816146,457.10824964273814,0.05,4.05,18.0,24.9,800000000.0,0.5,0.004
20260904-wall-and-heating:c0003,arm-fence-p100,100.0,11.2,1.3,13000000.0,4.554e+20,14.63,0.5,8.0,oracle (verify_stellaris via oracle_entry); bounds from generated/inputs,506.24091079668034,0.40909419139469155,2.4444248318236474,2572.733172066078,101.32486324948951,50.0,-51.32486324948951,False,50.0,100.0,1.316105776197183,163.8807644803508,4.56493072012399e+19,1.820506927987601e+20,1.820506927987601e+20,0.10024002459648639,441.0183628214973,0.0019055122602705946,571653678.0811784,23.83458951762523,8.614911873840445,15509102.169112716,2830006.489272686,4034721191.1238365,2.7013953803580972,3.5562272498833467,90335329.8386828,352.3731884896493,0.05,4.05,18.0,24.9,800000000.0,0.5,0.004
20260904-wall-and-heating:c0004,arm-fence-p100,100.0,11.2,1.3,13000000.0,5.06e+20,14.63,0.5,8.0,oracle (verify_stellaris via oracle_entry); bounds from generated/inputs,660.082563675919,0.34987718038165744,2.858145818224462,3049.0083736983456,100.69370778993914,50.0,-50.69370778993914,False,50.0,100.0,1.2982766160624108,200.26545347561395,5.387421531774801e+19,1.99125784682252e+20,1.99125784682252e+20,0.10647078126037156,488.3717093831698,0.0019055122602705946,571653678.0811784,23.83458951762523,8.614911873840445,15509102.169112716,3353909.2110681804,4034721191.1238365,3.2319042173176618,4.254610757909275,123747833.80775987,290.69534805065587,0.05,4.05,18.0,24.9,800000000.0,0.5,0.004
20260904-wall-and-heating:c0005,arm-fence-p100,100.0,11.2,1.3,13000000.0,3.036e+20,16.0,0.5,8.0,oracle (verify_stellaris via oracle_entry); bounds from generated/inputs,192.171857532181,0.6394102211127596,1.5639412179863335,1600.4132647427778,107.9229531114762,50.0,-57.922953111476204,False,50.0,100.0,1.2094866071311299,77.34766592785934,2.4198891194266477e+19,1.2760110880573352e+20,1.2760110880573352e+20,0.07970649273473807,325.10973689134204,0.0019055122602705946,571653678.0811784,23.83458951762523,8.614911873840445,15509102.169112716,1760454.5912170555,4034721191.1238365,1.6183570415596324,2.1304713308838354,35419203.49784003,784.7476378266894,0.05,4.05,18.0,24.9,800000000.0,0.5,0.004
20260904-wall-and-heating:c0006,arm-fence-p100,100.0,11.2,1.3,13000000.0,3.542e+20,16.0,0.5,8.0,oracle (verify_stellaris via oracle_entry); bounds from generated/inputs,337.7316075345675,0.5055168438441849,1.9781734519378926,2051.048693993843,108.77239766650678,50.0,-58.77239766650678,False,50.0,100.0,1.1843284376146603,101.98150508666758,3.1044942756379e+19,1.46055057243621e+20,1.46055057243621e+20,0.0876480597300367,377.6859780745234,0.0019055122602705946,571653678.0811784,23.83458951762523,8.614911873840445,15509102.169112716,2256153.5633932273,4034721191.1238365,2.1203064956681827,2.7912581004711408,53050163.23613502,482.44862505860624,0.05,4.05,18.0,24.9,800000000.0,0.5,0.004
20260904-wall-and-heating:c0007,arm-fence-p100,100.0,11.2,1.3,13000000.0,4.048e+20,16.0,0.5,8.0,oracle (verify_stellaris via oracle_entry); bounds from generated/inputs,497.77898115156336,0.412994066890951,2.4213422907696276,2546.5360585243398,106.44315608808569,50.0,-56.443156088085686,False,50.0,100.0,1.16339595903174,130.23117544689762,3.843430594956557e+19,1.6396569405043442e+20,1.6396569405043442e+20,0.09494640797817581,429.951496299063,0.0019055122602705946,571653678.0811784,23.83458951762523,8.614911873840445,15509102.169112716,2801189.664376774,4034721191.1238365,2.6722151917001633,3.51781325731617,82206125.125609,355.1490161902515,0.05,4.05,18.0,24.9,800000000.0,0.5,0.004
20260904-wall-and-heating:c0008,arm-fence-p100,100.0,11.2,1.3,13000000.0,4.554e+20,16.0,0.5,8.0,oracle (verify_stellaris via oracle_entry); bounds from generated/inputs,671.1837205615661,0.3463117741963803,2.887571473192066,3083.3762164451555,101.42920699998155,50.0,-51.429206999981545,False,50.0,100.0,1.1455682544548569,162.10877283452984,4.6314120883107316e+19,1.8138587911689267e+20,1.8138587911689267e+20,0.10169987018688476,481.93652243192247,0.0019055122602705946,571653678.0811784,23.83458951762523,8.614911873840445,15509102.169112716,3391713.838089671,4034721191.1238365,3.2701855391709387,4.305005854060706,125838145.430734,287.2518131640974,0.05,4.05,18.0,24.9,800000000.0,0.5,0.004
20260904-wall-and-heating:c0009,arm-fence-p100,100.0,11.2,1.3,13000000.0,5.06e+20,16.0,0.5,8.0,oracle (verify_stellaris via oracle_entry); bounds from generated/inputs,856.9738315274461,0.29658253629344333,3.371742694285224,3658.5599908356703,94.16481665273659,50.0,-44.16481665273659,False,50.0,100.0,1.1301057159539243,197.62297702901122,5.464016934080381e+19,1.983598306591962e+20,1.983598306591962e+20,0.10798452438894034,533.6663451181037,0.0019055122602705946,571653678.0811784,23.83458951762523,8.614911873840445,15509102.169112716,4024415.9899192373,4034721191.1238365,3.910865705058565,5.148423400768488,169827262.94989833,243.98598391486289,0.05,4.05,18.0,24.9,800000000.0,0.5,0.004
20260904-wall-and-heating:c0010,arm-fence-p100,100.0,11.2,1.3,13000000.0,3.036e+20,17.0,0.5,8.0,oracle (verify_stellaris via oracle_entry); bounds from generated/inputs,254.97712665903035,0.5733923533288605,1.7440065152498905,1794.8508026730253,121.74606058323741,50.0,-71.74606058323741,False,50.0,100.0,1.100424912418857,78.0109131690059,2.4316467662571102e+19,1.2748353233742889e+20,1.2748353233742889e+20,0.08009376700451615,345.3576501426725,0.0019055122602705946,571653678.0811784,23.83458951762523,8.614911873840445,15509102.169112716,1974335.8829403277,4034721191.1238365,1.83493525464976,2.4155837393532895,43017157.4844464,612.4154445092025,0.05,4.05,18.0,24.9,800000000.0,0.5,0.004
20260904-wall-and-heating:c0011,arm-fence-p100,100.0,11.2,1.3,13000000.0,3.542e+20,17.0,0.5,8.0,oracle (verify_stellaris via oracle_entry); bounds from generated/inputs,419.9028362608136,0.45304628089718973,2.2072800112598894,2305.4409070096817,120.90105806149796,50.0,-70.90105806149796,False,50.0,100.0,1.0775605515742614,102.39959478532039,3.119142484307437e+19,1.4590857515692563e+20,1.4590857515692563e+20,0.08806161728705356,401.2023419097824,0.0019055122602705946,571653678.0811784,23.83458951762523,8.614911873840445,15509102.169112716,2535984.99771065,4034721191.1238365,2.403666445117751,3.1642847151922124,70849053.40300941,406.0680369451357,0.05,4.05,18.0,24.9,800000000.0,0.5,0.004
